candidate_id,rank,score,reasoning
CAND_0061257,65,0.6008,"Maybe: Staff Machine Learning Engineer at LinkedIn with 8.0 yrs; JD match: 3/5 core production AI/retrieval groups are evidenced; relevant skills: production AI via ai, ml, machine learning, retrieval via retrieval, information retrieval, search, ranking via ranking, re ranking, relevance, search systems via search; production systems: 7.9 inferred years in production AI-adjacent roles; missing/weak: vector database or hybrid search operations, ranking evaluation metrics, external validation or GitHub signal; signals: response 0.87, active 74d ago, notice 30d"
CAND_0039383,66,0.6006,"Maybe: Applied ML Engineer at Meesho with 7.1 yrs; JD match: 3/5 core production AI/retrieval groups are evidenced; relevant skills: production AI via ai, ml, machine learning, retrieval via retrieval, semantic search, bm25, ranking via ranking, relevance, recommendation systems via recommendation; production systems: 5.9 inferred years in production AI-adjacent roles; missing/weak: strong Python evidence; signals: response 0.61, active 102d ago, notice 90d"
CAND_0098846,67,0.6002,"Maybe: AI Engineer at upGrad with 7.6 yrs; JD match: 2/5 core production AI/retrieval groups are evidenced; relevant skills: production AI via ai, ml, machine learning, retrieval via retrieval, rag, search, ranking via ranking, learning to rank, learning to rank, recommendation systems via recommendation; production systems: 7.5 inferred years in production AI-adjacent roles; missing/weak: strong Python evidence, startup/product shipping mindset; signals: response 0.62, active 67d ago, notice 45d"
CAND_0027801,68,0.5996,"Maybe: NLP Engineer at InMobi with 7.4 yrs; JD match: 3/5 core production AI/retrieval groups are evidenced; relevant skills: production AI via ai, ml, machine learning, retrieval via retrieval, semantic search, rag, ranking via learning to rank, learning to rank, relevance, recommendation systems via recommendation; production systems: 2.8 inferred years in production AI-adjacent roles; missing/weak: strong Python evidence, ranking evaluation metrics, startup/product shipping mindset; signals: response 0.65, active 78d ago, notice 120d"
CAND_0053591,69,0.5969,"Maybe: AI Engineer at Ola with 5.3 yrs; JD match: 4/5 core production AI/retrieval groups are evidenced; relevant skills: production AI via ai, ml, machine learning, retrieval via semantic search, rag, bm25, ranking via ranking, recommendation systems via recommendation; production systems: 5.2 inferred years in production AI-adjacent roles; missing/weak: strong Python evidence, startup/product shipping mindset, preferred location or relocation signal; signals: response 0.81, active 43d ago, notice 60d"
CAND_0078002,70,0.5932,"Maybe: Machine Learning Engineer at Meta with 6.3 yrs; JD match: 3/5 core production AI/retrieval groups are evidenced; relevant skills: production AI via ai, ml, machine learning, retrieval via retrieval, rag, search, ranking via ranking, recommendation systems via recommendation; production systems: 6.2 inferred years in production AI-adjacent roles; missing/weak: vector database or hybrid search operations; signals: response 0.86, active 69d ago, notice 60d"
CAND_0060072,71,0.5899,"Maybe: Staff Machine Learning Engineer at Amazon with 5.7 yrs; JD match: 3/5 core production AI/retrieval groups are evidenced; relevant skills: production AI via ai, ml, machine learning, retrieval via retrieval, hybrid retrieval, rag, ranking via ranking, learning to rank, learning to rank, recommendation systems via recommendation; production systems: 5.7 inferred years in production AI-adjacent roles; missing/weak: vector database or hybrid search operations, strong Python evidence, responsive/recent Redrob signals; signals: response 0.10, active 156d ago, notice 90d"
CAND_0043228,72,0.5863,"Maybe: Applied ML Engineer at Zoho with 6.8 yrs; JD match: 2/5 core production AI/retrieval groups are evidenced; relevant skills: production AI via ai, ml, machine learning, retrieval via retrieval, semantic search, bm25, ranking via ranking, learning to rank, learning to rank, recommendation systems via recommendation; production systems: 5.8 inferred years in production AI-adjacent roles; missing/weak: vector database or hybrid search operations, strong Python evidence, ranking evaluation metrics; signals: response 0.41, active 38d ago, notice 30d"
CAND_0051630,73,0.5858,"Maybe: Machine Learning Engineer at Razorpay with 6.0 yrs; JD match: 3/5 core production AI/retrieval groups are evidenced; relevant skills: production AI via ai, ml, machine learning, retrieval via retrieval, information retrieval, semantic search, ranking via ranking, learning to rank, learning to rank, recommendation systems via recommendation; production systems: 3.7 inferred years in production AI-adjacent roles; missing/weak: vector database or hybrid search operations, ranking evaluation metrics, startup/product shipping mindset; signals: response 0.51, active 86d ago, notice 90d"
CAND_0081852,74,0.5858,"Maybe: Senior Data Scientist at Mad Street Den with 5.9 yrs; JD match: 2/5 core production AI/retrieval groups are evidenced; relevant skills: production AI via ai, ml, machine learning, retrieval via retrieval, semantic search, rag, recommendation systems via recommendation, search systems via search; production systems: 5.8 inferred years in production AI-adjacent roles; missing/weak: retrieval/ranking depth, strong Python evidence, ranking evaluation metrics; signals: response 0.44, active 37d ago, notice 45d"
CAND_0035879,75,0.5848,"Maybe: AI Research Engineer at Krutrim with 4.5 yrs; JD match: 3/5 core production AI/retrieval groups are evidenced; relevant skills: production AI via ai, ml, machine learning, retrieval via retrieval, bm25, search, ranking via ranking, re ranking, recommendation systems via recommendation; production systems: 4.5 inferred years in production AI-adjacent roles; missing/weak: vector database or hybrid search operations, ranking evaluation metrics; signals: response 0.82, active 34d ago, notice 120d"
CAND_0026532,76,0.5821,"Maybe: Recommendation Systems Engineer at Zomato with 4.8 yrs; JD match: 3/5 core production AI/retrieval groups are evidenced; relevant skills: production AI via ai, ml, machine learning, retrieval via retrieval, information retrieval, semantic search, ranking via ranking, relevance, recommendation systems via recommendation; production systems: 1.8 inferred years in production AI-adjacent roles; missing/weak: strong Python evidence, startup/product shipping mindset, external validation or GitHub signal; signals: response 0.52, active 93d ago, notice 90d"
CAND_0062247,77,0.5820,"Maybe: AI Engineer at Google with 7.3 yrs; JD match: 3/5 core production AI/retrieval groups are evidenced; relevant skills: production AI via ai, ml, machine learning, retrieval via retrieval, information retrieval, semantic search, ranking via ranking, learning to rank, learning to rank, recommendation systems via recommendation; production systems: 4.2 inferred years in production AI-adjacent roles; missing/weak: strong Python evidence, ranking evaluation metrics, startup/product shipping mindset; signals: response 0.78, active 67d ago, notice 30d"
CAND_0068351,78,0.5819,"Maybe: Lead AI Engineer at Sarvam AI with 6.4 yrs; JD match: 2/5 core production AI/retrieval groups are evidenced; relevant skills: production AI via ai, ml, machine learning, retrieval via retrieval, information retrieval, search, ranking via ranking, re ranking, relevance, search systems via search, elasticsearch; production systems: 6.3 inferred years in production AI-adjacent roles; missing/weak: vector database or hybrid search operations, ranking evaluation metrics, external validation or GitHub signal; signals: response 0.86, active 79d ago, notice 0d"
CAND_0037980,79,0.5811,"Maybe: Senior Applied Scientist at Niramai with 9.0 yrs; JD match: 3/5 core production AI/retrieval groups are evidenced; relevant skills: production AI via ai, ml, machine learning, retrieval via retrieval, information retrieval, bm25, ranking via ranking, relevance, recommendation systems via recommendation, personalization; production systems: 8.9 inferred years in production AI-adjacent roles; missing/weak: vector database or hybrid search operations, strong Python evidence, startup/product shipping mindset; signals: response 0.63, active 93d ago, notice 0d"
CAND_0010541,80,0.5752,"Maybe: AI Research Engineer at Wysa with 6.2 yrs; JD match: 2/5 core production AI/retrieval groups are evidenced; relevant skills: production AI via ai, ml, machine learning, retrieval via retrieval, bm25, search, ranking via ranking, re ranking, recommendation systems via recommendation; production systems: 6.2 inferred years in production AI-adjacent roles; missing/weak: vector database or hybrid search operations, ranking evaluation metrics, external validation or GitHub signal; signals: response 0.59, active 113d ago, notice 60d"
CAND_0086062,81,0.5748,"Maybe: ML Engineer at Flipkart with 4.1 yrs; JD match: 3/5 core production AI/retrieval groups are evidenced; relevant skills: production AI via ai, ml, machine learning, retrieval via retrieval, semantic search, search, ranking via ranking, re ranking, recommendation systems via recommendation; production systems: 4.0 inferred years in production AI-adjacent roles; missing/weak: vector database or hybrid search operations, ranking evaluation metrics, external validation or GitHub signal; signals: response 0.51, active 106d ago, notice 90d"
CAND_0041610,82,0.5745,"Maybe: Recommendation Systems Engineer at Zoho with 6.7 yrs; JD match: 2/5 core production AI/retrieval groups are evidenced; relevant skills: production AI via ai, ml, machine learning, retrieval via retrieval, rag, bm25, ranking via ranking, learning to rank, learning to rank, recommendation systems via recommendation; production systems: 6.6 inferred years in production AI-adjacent roles; missing/weak: vector database or hybrid search operations, strong Python evidence, ranking evaluation metrics; signals: response 0.52, active 46d ago, notice 30d"
CAND_0065878,83,0.5734,"Maybe: Senior Data Scientist at Niramai with 7.8 yrs; JD match: 2/5 core production AI/retrieval groups are evidenced; relevant skills: production AI via ai, ml, machine learning, retrieval via retrieval, rag, search, ranking via ranking, learning to rank, learning to rank, recommendation systems via recommendation; production systems: 7.7 inferred years in production AI-adjacent roles; missing/weak: vector database or hybrid search operations, strong Python evidence, startup/product shipping mindset; signals: response 0.48, active 98d ago, notice 15d"
CAND_0061175,84,0.5723,"Maybe: AI Research Engineer at Haptik with 6.7 yrs; JD match: 3/5 core production AI/retrieval groups are evidenced; relevant skills: production AI via ai, ml, machine learning, retrieval via retrieval, search, ranking via ranking, re ranking, recommendation systems via recommendation; production systems: 6.7 inferred years in production AI-adjacent roles; missing/weak: vector database or hybrid search operations, ranking evaluation metrics; signals: response 0.48, active 101d ago, notice 120d"
CAND_0042100,85,0.5706,"Maybe: Machine Learning Engineer at Freshworks with 7.3 yrs; JD match: 3/5 core production AI/retrieval groups are evidenced; relevant skills: production AI via ai, ml, machine learning, retrieval via semantic search, rag, search, ranking via ranking, learning to rank, learning to rank, recommendation systems via recommendation; production systems: 7.2 inferred years in production AI-adjacent roles; missing/weak: vector database or hybrid search operations, strong Python evidence, external validation or GitHub signal; signals: response 0.87, active 98d ago, notice 90d"
CAND_0093547,86,0.5702,"Maybe: Senior Machine Learning Engineer at PhonePe with 2.9 yrs; JD match: 5/5 core production AI/retrieval groups are evidenced; relevant skills: production AI via ai, ml, machine learning, retrieval via retrieval, information retrieval, hybrid retrieval, ranking via ranking, learning to rank, learning to rank, recommendation systems via recommendation; production systems: 6.2 inferred years in production AI-adjacent roles; missing/weak: startup/product shipping mindset; risk: skill duration exceeds plausible career duration; signals: response 0.75, active 80d ago, notice 60d"
CAND_0094056,87,0.5685,"Maybe: NLP Engineer at Rephrase.ai with 5.9 yrs; JD match: 3/5 core production AI/retrieval groups are evidenced; relevant skills: production AI via ai, ml, machine learning, retrieval via retrieval, semantic search, bm25, ranking via ranking, learning to rank, learning to rank, recommendation systems via recommendation; production systems: 2.8 inferred years in production AI-adjacent roles; missing/weak: strong Python evidence, ranking evaluation metrics, startup/product shipping mindset; signals: response 0.82, active 74d ago, notice 120d"
CAND_0013665,88,0.5673,"Maybe: Senior Software Engineer (ML) at InMobi with 5.2 yrs; JD match: 2/5 core production AI/retrieval groups are evidenced; relevant skills: production AI via ai, ml, machine learning, retrieval via retrieval, search, ranking via ranking, learning to rank, learning to rank, recommendation systems via recommendation; production systems: 5.1 inferred years in production AI-adjacent roles; missing/weak: vector database or hybrid search operations, ranking evaluation metrics, startup/product shipping mindset; signals: response 0.73, active 43d ago, notice 30d"
CAND_0015967,89,0.5649,"Maybe: Senior Software Engineer (ML) at Razorpay with 5.4 yrs; JD match: 3/5 core production AI/retrieval groups are evidenced; relevant skills: production AI via ai, ml, machine learning, retrieval via retrieval, semantic search, search, ranking via ranking, re ranking, recommendation systems via recommendation; production systems: 5.3 inferred years in production AI-adjacent roles; missing/weak: vector database or hybrid search operations, ranking evaluation metrics, external validation or GitHub signal; signals: response 0.45, active 47d ago, notice 30d"
CAND_0083879,90,0.5646,"Maybe: Machine Learning Engineer at Ola with 7.1 yrs; JD match: 3/5 core production AI/retrieval groups are evidenced; relevant skills: production AI via ai, ml, machine learning, retrieval via retrieval, semantic search, search, ranking via ranking, recommendation systems via recommendation; production systems: 7.0 inferred years in production AI-adjacent roles; missing/weak: vector database or hybrid search operations, strong Python evidence, startup/product shipping mindset; signals: response 0.47, active 73d ago, notice 30d"
CAND_0051292,91,0.5641,"Maybe: Applied ML Engineer at Freshworks with 5.2 yrs; JD match: 3/5 core production AI/retrieval groups are evidenced; relevant skills: production AI via ai, ml, machine learning, retrieval via retrieval, semantic search, rag, ranking via ranking, learning to rank, learning to rank, recommendation systems via recommendation; production systems: 2.7 inferred years in production AI-adjacent roles; missing/weak: strong Python evidence, ranking evaluation metrics; signals: response 0.52, active 78d ago, notice 30d"
CAND_0074735,92,0.5633,"Maybe: Applied ML Engineer at Rephrase.ai with 5.5 yrs; JD match: 2/5 core production AI/retrieval groups are evidenced; relevant skills: production AI via ai, ml, machine learning, retrieval via retrieval, information retrieval, semantic search, ranking via ranking, learning to rank, learning to rank, recommendation systems via recommendation; production systems: 5.4 inferred years in production AI-adjacent roles; missing/weak: strong Python evidence, ranking evaluation metrics, startup/product shipping mindset; signals: response 0.77, active 93d ago, notice 90d"
CAND_0086022,93,0.5627,"Maybe: Senior Applied Scientist at Sarvam AI with 5.3 yrs; JD match: 4/5 core production AI/retrieval groups are evidenced; relevant skills: production AI via ai, ml, machine learning, retrieval via retrieval, dense retrieval, hybrid retrieval, ranking via ranking, ranker, learning to rank, recommendation systems via recommendation; production systems: 5.2 inferred years in production AI-adjacent roles; missing/weak: strong Python evidence, startup/product shipping mindset; risk: skill duration exceeds plausible career duration; signals: response 0.55, active 75d ago, notice 0d"
CAND_0055992,94,0.5624,"Maybe: AI Engineer at CRED with 16.9 yrs; JD match: 4/5 core production AI/retrieval groups are evidenced; relevant skills: production AI via ai, ml, machine learning, retrieval via retrieval, information retrieval, semantic search, ranking via ranking, learning to rank, learning to rank, recommendation systems via recommendation; production systems: 5.4 inferred years in production AI-adjacent roles; missing/weak: strong Python evidence; risk: profile years and career durations differ materially; signals: response 0.72, active 93d ago, notice 60d"
CAND_0077285,95,0.5623,"Maybe: Recommendation Systems Engineer at Nykaa with 5.5 yrs; JD match: 2/5 core production AI/retrieval groups are evidenced; relevant skills: production AI via ai, ml, machine learning, retrieval via retrieval, information retrieval, rag, ranking via ranking, recommendation systems via recommendation; production systems: 5.4 inferred years in production AI-adjacent roles; missing/weak: vector database or hybrid search operations, strong Python evidence; signals: response 0.56, active 57d ago, notice 60d"
CAND_0014440,96,0.5620,"Maybe: Recommendation Systems Engineer at CRED with 6.4 yrs; JD match: 2/5 core production AI/retrieval groups are evidenced; relevant skills: production AI via ai, ml, machine learning, retrieval via retrieval, search, ranking via ranking, learning to rank, learning to rank, recommendation systems via recommendation; production systems: 6.3 inferred years in production AI-adjacent roles; missing/weak: vector database or hybrid search operations, strong Python evidence, ranking evaluation metrics; signals: response 0.64, active 50d ago, notice 60d"
CAND_0081053,97,0.5614,"Maybe: NLP Engineer at Glance with 5.4 yrs; JD match: 2/5 core production AI/retrieval groups are evidenced; relevant skills: production AI via ai, ml, machine learning, retrieval via semantic search, search, ranking via ranking, learning to rank, learning to rank, recommendation systems via recommendation; production systems: 5.3 inferred years in production AI-adjacent roles; missing/weak: vector database or hybrid search operations, strong Python evidence; signals: response 0.83, active 90d ago, notice 90d"
CAND_0070485,98,0.5610,"Maybe: Search Engineer at Saarthi.ai with 6.4 yrs; JD match: 3/5 core production AI/retrieval groups are evidenced; relevant skills: production AI via ai, ml, machine learning, retrieval via retrieval, information retrieval, semantic search, ranking via ranking, learning to rank, learning to rank, recommendation systems via recommendation; production systems: 4.2 inferred years in production AI-adjacent roles; missing/weak: strong Python evidence, ranking evaluation metrics, startup/product shipping mindset; signals: response 0.45, active 88d ago, notice 120d"
CAND_0016163,99,0.5605,"Maybe: Applied ML Engineer at Dream11 with 6.7 yrs; JD match: 3/5 core production AI/retrieval groups are evidenced; relevant skills: production AI via ai, ml, machine learning, retrieval via retrieval, semantic search, bm25, ranking via ranking, relevance, recommendation systems via recommendation; production systems: 3.2 inferred years in production AI-adjacent roles; missing/weak: strong Python evidence, ranking evaluation metrics, startup/product shipping mindset; signals: response 0.72, active 79d ago, notice 120d"
CAND_0091909,100,0.5602,"Maybe: Machine Learning Engineer at Rephrase.ai with 6.9 yrs; JD match: 3/5 core production AI/retrieval groups are evidenced; relevant skills: production AI via ai, ml, machine learning, retrieval via retrieval, search, ranking via ranking, learning to rank, learning to rank, recommendation systems via recommendation; production systems: 6.8 inferred years in production AI-adjacent roles; missing/weak: vector database or hybrid search operations, strong Python evidence; signals: response 0.65, active 103d ago, notice 45d"
